Warehouse	City	State	Name	County	Terms	Verified	Points	Recv	Strg	Load	Compr	Class	Mark	EffDate	Bales	Rail	ICE Ref	Capacity	CertLoad	CertCompr	CertMark	CertRecv	CertStrg	CertClass	Min Storage	Basis Adj.
937535	Seminole	TX	Oasis Warehouse LLC	Gaines               	2	Yes	0.0453	4.75	0.08	5.75	9.75	0	0	9/1/2025	0	no			0	0	0	0	0	0	2.55	-0.0075
939033	Tahoka	TX	Tahoka Warehouse	Lynn                 	2	Yes	0.0467	4.75	0.08	5.45	9.75	0	1	9/1/2025	0	no			0	0	0	0	0	0	2.5	0.0042
940015	Taylor	TX	Taylor Compress	Williamson           	3	Yes	0.0535	4.5	3.5	6.75	12	0	0	7/1/2025	3	no			0	0	0	0	0	0	0	-0.015
940025	Taylor	TX	Taylor Compress Plant #3	Williamson           	3	Yes	0.0535	4.5	3.5	6.75	12	0	0	7/1/2025	0	no			0	0	0	0	0	0	0	-0.015
944344	Tornillo	TX	Valley Gin Company	El paso              	3	Yes	0.0407	3.25	0.12	6.25	7.25	0	0	10/1/2025	5	no			0	0	0	0	0	0	0	-0.03
944708	Tulia	TX	Tulia Cotton Warehouse	Swisher              	2	Yes	0.0478	5	0.08	6.25	10.25	0	0	9/1/2025	0	no			0	0	0	0	0	0	2.4	-0.0075
947505	Vernon	TX	Vernon Compress Company	Wilbarger            	2	Yes	0.0447	4.5	2.1	6	9.75	0	0	8/1/2025	0	no			0	0	0	0	0	0	0	0
976503	Emporia	VA	Hawkins Bonded Warehouse	Greensville          	1	Yes	0.026	4.25	2.5	4.75	0	0	1.5	8/5/2025	0	no			0	0	0	0	0	0	0	
976505	Emporia	VA	Mid-Atlantic Warehouse and Gin	Southampton          	1	Yes	0.024	3.5	2.5	5	0	0	1	10/1/2025	0	no			0	0	0	0	0	0	0	
985505	Suffolk	VA	Suffolk Cotton Gin Warehouse	Suffolk	1	Yes	0.0225	4	2.25	4	0	0	1	9/1/2025	0	no			0	0	0	0	0	0	0	
998008	Windsor	VA	Commonwealth Cotton Warehouse	Isle of wight        	1	Yes	0.0226	3.75	1.78	5	0	0	0.75	9/1/2025	0	no			0	0	0	0	0	0	0	
